,INCIDENT_ID,DATA_YEAR,ORI,PUB_AGENCY_NAME,PUB_AGENCY_UNIT,AGENCY_TYPE_NAME,STATE_ABBR,STATE_NAME,DIVISION_NAME,REGION_NAME,POPULATION_GROUP_CODE,POPULATION_GROUP_DESC,INCIDENT_DATE,ADULT_VICTIM_COUNT,JUVENILE_VICTIM_COUNT,TOTAL_OFFENDER_COUNT,ADULT_OFFENDER_COUNT,JUVENILE_OFFENDER_COUNT,OFFENDER_RACE,OFFENDER_ETHNICITY,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,BIAS_DESC,VICTIM_TYPES,MULTIPLE_OFFENSE,MULTIPLE_BIAS
13370,17192,1993,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",30-SEP-93,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Individual,S,S
13371,17193,1993,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",07-SEP-93,,,0,,,Unknown,,1,Arson,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
13372,17194,1993,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",24-SEP-93,,,1,,,Black or African American,,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
13373,17195,1993,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",30-SEP-93,,,0,,,Unknown,,1,Not Specified,1.0,Other/Unknown,Anti-Jewish,Individual,S,S
13374,17196,1993,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",16-JUL-93,,,1,,,Unknown,,1,Simple Assault,1.0,Residence/Home,Anti-Heterosexual,Individual,S,S
20134,19764,1994,IL0162A00,Schaumburg,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",08-MAR-94,,,1,,,White,,2,Aggravated Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
20135,19765,1994,IL0162A00,Schaumburg,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",25-APR-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Commercial/Office Building,Anti-Asian,Business,S,S
20136,19766,1994,IL0162A00,Schaumburg,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",05-SEP-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Asian,Individual,S,S
20137,19767,1994,IL0162A00,Schaumburg,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",06-SEP-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Asian,Individual,S,S
20138,19768,1994,IL0163200,Evanston,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",27-JAN-94,,,0,,,Unknown,,1,Simple Assault,1.0,Residence/Home,Anti-Jewish,Individual,S,S
20139,19769,1994,IL0163200,Evanston,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",06-MAR-94,,,0,,,Unknown,,1,Simple Assault,1.0,Residence/Home,Anti-Jewish,Individual,S,S
20140,19770,1994,IL0163200,Evanston,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",01-APR-94,,,1,,,Black or African American,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Individual,S,S
20141,19771,1994,IL0163200,Evanston,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",01-JUN-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Air/Bus/Train Terminal,Anti-Black or African American,Society/Public,S,S
20142,19772,1994,IL0163200,Evanston,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",18-NOV-94,,,4,,,Black or African American,,3,Simple Assault,3.0,Air/Bus/Train Terminal,Anti-White,Individual,S,S
20143,23252,1994,IL0163200,Evanston,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",21-JAN-94,,,0,,,Unknown,,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
20144,23253,1994,IL0163200,Evanston,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",14-AUG-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-White,Individual,S,S
20145,23254,1994,IL0163200,Evanston,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",06-MAR-94,,,1,,,Black or African American,,1,Simple Assault,1.0,Restaurant,Anti-White,Individual,S,S
20146,23255,1994,IL0163200,Evanston,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",28-AUG-94,,,4,,,Black or African American,,2,Simple Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
20147,23256,1994,IL0163200,Evanston,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",17-APR-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Specialty Store,Anti-Jewish,Business,S,S
20148,23257,1994,IL0163200,Evanston,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",30-AUG-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Business,S,S
20149,23258,1994,IL0163900,Glenview,,City,IL,Illinois,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",21-MAR-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Jewish,Individual,S,S
20150,23259,1994,IL0163900,Glenview,,City,IL,Illinois,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",21-MAR-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Jewish,Individual,S,S
20151,19773,1994,IL0167100,Morton Grove,,City,IL,Illinois,East North Central,Midwest,5,"Cities from 10,000 thru 24,999",17-JAN-94,,,0,,,Unknown,,2,Destruction/Damage/Vandalism of Property,2.0,Residence/Home,Anti-Other Race/Ethnicity/Ancestry,Individual,S,S
20152,23260,1994,IL0167100,Morton Grove,,City,IL,Illinois,East North Central,Midwest,5,"Cities from 10,000 thru 24,999",22-MAR-94,,,1,,,White,,1,Intimidation,1.0,Other/Unknown,Anti-Asian,Individual,S,S
20153,19774,1994,IL0168400,Palatine,,City,IL,Illinois,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",20-JAN-94,,,0,,,Unknown,,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Residence/Home,Anti-Jewish,Individual,M,S
20154,23261,1994,IL0168400,Palatine,,City,IL,Illinois,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",02-AUG-94,,,1,,,White,,4,Intimidation;Simple Assault,4.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,M,S
20155,19775,1994,IL0450600,Elgin,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",03-JAN-94,,,2,,,Multiple,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Lesbian (Female),Individual,S,S
20156,19776,1994,IL0450600,Elgin,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",08-JUN-94,,,0,,,Unknown,,3,Aggravated Assault;Destruction/Damage/Vandalism of Property,2.0,Residence/Home,Anti-Arab,Business;Individual,M,S
20157,19591,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",09-JAN-94,,,1,,,Black or African American,,2,Simple Assault,2.0,Field/Woods,Anti-White,Individual,S,S
20158,19592,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",05-FEB-94,,,0,,,Unknown,,1,Not Specified,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
20159,19593,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",18-FEB-94,,,10,,,Black or African American,,2,Simple Assault,2.0,School/College,Anti-White,Individual,S,S
20160,19594,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",19-FEB-94,,,1,,,Black or African American,,1,Simple Assault,1.0,Parking/Drop Lot/Garage,Anti-White,Individual,S,S
20161,19595,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",03-MAR-94,,,5,,,White,,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
20162,19649,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",08-JAN-94,,,1,,,White,,1,Simple Assault,1.0,Air/Bus/Train Terminal,Anti-Black or African American,Individual,S,S
20163,19650,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",14-JAN-94,,,1,,,Black or African American,,1,Simple Assault,1.0,School/College,Anti-White,Individual,S,S
20164,19651,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",16-FEB-94,,,8,,,Black or African American,,1,Robbery,1.0,Field/Woods,Anti-White,Individual,S,S
20165,19652,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",21-FEB-94,,,1,,,Black or African American,,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
20166,19653,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",07-MAR-94,,,1,,,Unknown,,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
20167,19654,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",22-FEB-94,,,1,,,Black or African American,,1,Simple Assault,1.0,Restaurant,Anti-White,Individual,S,S
20168,19655,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",12-MAR-94,,,2,,,White,,2,Simple Assault,2.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
20169,19656,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",12-JAN-94,,,1,,,Black or African American,,1,Simple Assault,1.0,Specialty Store,Anti-White,Individual,S,S
20170,19657,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",03-MAR-94,,,3,,,Black or African American,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
20171,19658,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",08-FEB-94,,,1,,,White,,1,Arson,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
20172,19659,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",27-JAN-94,,,3,,,White,,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Jewish,Religious Organization,S,S
20173,19660,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",03-FEB-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Jewish,Religious Organization,S,S
20174,19661,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",09-FEB-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Commercial/Office Building,Anti-Jewish,Religious Organization,S,S
20175,19662,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",05-MAR-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Jewish,Individual,S,S
20176,19663,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",23-MAR-94,,,1,,,White,,1,Intimidation,1.0,Residence/Home,Anti-Jewish,Individual,S,S
20177,19664,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",02-JAN-94,,,0,,,Unknown,,1,Intimidation,1.0,Residence/Home,Anti-Islamic (Muslim),Individual,S,S
20178,19665,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",25-FEB-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Commercial/Office Building,Anti-Jewish,Religious Organization,S,S
20179,19666,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",22-MAR-94,,,2,,,White,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Individual,S,S
20180,19667,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",28-JAN-94,,,1,,,White,,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Jewish,Religious Organization,S,S
20181,19668,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",13-FEB-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Jewish,Individual,S,S
20182,19669,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",13-MAR-94,,,0,,,Unknown,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individual,S,S
20183,19670,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",22-JAN-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,School/College,Anti-Hispanic or Latino,Individual,S,S
20184,19671,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",20-MAR-94,,,2,,,Multiple,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individual,S,S
20185,19672,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",18-FEB-94,,,2,,,Black or African American,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
20186,19673,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",29-MAR-94,,,0,,,Unknown,,1,Simple Assault,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
20187,19674,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",11-APR-94,,,0,,,Unknown,,1,Intimidation,1.0,School/College,Anti-Black or African American,Individual,S,S
20188,19675,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",27-APR-94,,,5,,,White,,3,Aggravated Assault,3.0,Restaurant,Anti-Black or African American,Individual,S,S
20189,19676,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",19-MAY-94,,,3,,,Black or African American,,1,Destruction/Damage/Vandalism of Property,1.0,Grocery/Supermarket,Anti-White,Individual,S,S
20190,19677,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",22-MAY-94,,,30,,,Black or African American,,2,Simple Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
20191,19678,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",21-JUN-94,,,1,,,Black or African American,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
20192,19679,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",15-APR-94,,,1,,,White,,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
20193,19680,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",14-MAY-94,,,0,,,Unknown,,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
20194,19681,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",03-JUN-94,,,1,,,Black or African American,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
20195,19682,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",25-MAY-94,,,1,,,White,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
20196,19683,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",29-JUN-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Specialty Store,Anti-Black or African American,Individual,S,S
20197,19684,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",11-APR-94,,,0,,,Unknown,,1,Intimidation,1.0,Commercial/Office Building,Anti-Jewish,Individual,S,S
20198,19685,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",08-MAY-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,School/College,Anti-Jewish,Individual,S,S
20199,19686,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",22-JUN-94,,,3,,,White,,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Individual,S,S
20200,19687,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",15-APR-94,,,1,,,Unknown,,1,Intimidation,1.0,Restaurant,Anti-Jewish,Individual,S,S
20201,19688,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",15-MAY-94,,,3,,,White,,1,Not Specified,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Individual,S,S
20202,19689,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",20-JUN-94,,,0,,,Unknown,,1,Arson,0.0,Church/Synagogue/Temple/Mosque,Anti-Jewish,Religious Organization,S,S
20203,19690,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",19-MAY-94,,,0,,,Unknown,,1,Intimidation,1.0,Commercial/Office Building,Anti-Jewish,Individual,S,S
20204,19691,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",19-MAY-94,,,1,,,Black or African American,,1,Destruction/Damage/Vandalism of Property,1.0,Service/Gas Station,Anti-Arab,Individual,S,S
20205,19692,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",17-JUN-94,,,1,,,Unknown,,1,Intimidation,1.0,Residence/Home,Anti-Hispanic or Latino,Individual,S,S
20206,19693,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",21-MAY-94,,,1,,,White,,2,Aggravated Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individual,S,S
20207,19694,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",16-APR-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Jewish,Individual,S,S
20208,19695,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",21-APR-94,,,1,,,Black or African American,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
20209,19696,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",01-JUN-94,,,1,,,Black or African American,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
20210,19697,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",27-JUN-94,,,2,,,Black or African American,,2,Robbery,2.0,Residence/Home,Anti-Gay (Male),Individual,S,S
20211,19698,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",02-APR-94,,,1,,,Black or African American,,1,Simple Assault,1.0,School/College,Anti-Gay (Male),Individual,S,S
20212,19699,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",14-MAY-94,,,1,,,Unknown,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Lesbian (Female),Individual,S,S
20213,19700,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",05-JUL-94,,,1,,,Black or African American,,1,Aggravated Assault,1.0,Government/Public Building,Anti-White,Individual,S,S
20214,19701,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",21-JUL-94,,,20,,,Black or African American,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-White,Individual,S,S
20215,19702,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",13-AUG-94,,,2,,,White,,1,Simple Assault,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
20216,19703,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",17-AUG-94,,,1,,,Black or African American,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
20217,19704,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",13-SEP-94,,,2,,,White,,1,Simple Assault,1.0,Grocery/Supermarket,Anti-Black or African American,Individual,S,S
20218,19705,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",22-SEP-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
20219,19706,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",08-JUL-94,,,1,,,Asian,,1,Aggravated Assault,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
20220,19707,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",07-JUL-94,,,1,,,Black or African American,,1,Simple Assault,1.0,Residence/Home,Anti-White,Individual,S,S
20221,19708,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",16-JUL-94,,,1,,,White,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
20222,19709,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",20-AUG-94,,,2,,,Black or African American,,1,Aggravated Assault,1.0,Field/Woods,Anti-White,Individual,S,S
20223,19710,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",17-SEP-94,,,1,,,White,,1,Simple Assault,1.0,Hotel/Motel/Etc.,Anti-Black or African American,Individual,S,S
20224,19711,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",10-AUG-94,,,10,,,White,,4,Aggravated Assault,4.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
20225,19712,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",03-AUG-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-White,Individual,S,S
20226,19713,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",09-SEP-94,,,2,,,Multiple,,1,Simple Assault,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
20227,19714,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",04-AUG-94,,,0,,,Unknown,,1,Intimidation,1.0,Residence/Home,Anti-Jewish,Individual,S,S
20228,19715,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",04-JUL-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Individual,S,S
20229,19716,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",29-SEP-94,,,1,,,White,,1,Intimidation,1.0,Residence/Home,Anti-Jewish,Individual,S,S
20230,19717,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",11-AUG-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Drug Store/Doctor's Office/Hospital,Anti-Jewish,Religious Organization,S,S
20231,19718,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",25-JUL-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Other Race/Ethnicity/Ancestry,Religious Organization,S,S
20232,19719,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",11-AUG-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Other/Unknown,Anti-Other Race/Ethnicity/Ancestry,Society/Public,S,S
20233,19720,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",09-SEP-94,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Other Race/Ethnicity/Ancestry,Individual,S,S
20234,19721,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",05-JUL-94,,,1,,,White,,1,Simple Assault,1.0,Restaurant,Anti-Gay (Male),Individual,S,S
20235,19722,1994,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",07-AUG-94,,,1,,,White,,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Lesbian (Female),Individual,S,S
